ID,Time,Status,Previous stops,Current stop,Next stops,Assigned legs,Onboard legs,Alighted legs,Cumulative distance,Longitude,Latitude,duration
19,1970-01-01 10:04:30.800,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361109.2742714606,6698687.684381334)","['(360840.3615698509,6698028.417233491)']",[],[10],[],,361109.2742714606,6698687.684381334,0 days 00:00:00
19,1970-01-01 10:04:30.800,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)', '(361109.2742714606,6698687.684381334)']",None,"['(360840.3615698509,6698028.417233491)']",[],[10],[],,,,0 days 00:14:56.500000
19,1970-01-01 10:19:27.300,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)', '(361109.2742714606,6698687.684381334)']","(360840.3615698509,6698028.417233491)",[],[],[10],[],,360840.3615698509,6698028.417233491,0 days 00:00:00
19,1970-01-01 10:19:27.300,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)', '(361109.2742714606,6698687.684381334)']","(360840.3615698509,6698028.417233491)",[],[],[],[10],,360840.3615698509,6698028.417233491,
2,1970-01-01 12:31:38.000,VehicleStatus.IDLE,[],"(361252.4167013285,6699278.7572178)","['(360967.0285932711,6698325.740272101)', '(361252.4167013285,6699278.7572178)']",[2],[],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
2,1970-01-01 12:31:38.000,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)']",None,"['(360967.0285932711,6698325.740272101)', '(361252.4167013285,6699278.7572178)']",[2],[],[],,,,0 days 00:22:11.700000
2,1970-01-01 12:53:49.700,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)']","(360967.0285932711,6698325.740272101)","['(361252.4167013285,6699278.7572178)']",[2],[],[],,360967.0285932711,6698325.740272101,0 days 00:00:00
2,1970-01-01 12:53:49.700,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(360967.0285932711,6698325.740272101)","['(361252.4167013285,6699278.7572178)']",[2],[],[],,360967.0285932711,6698325.740272101,0 days 00:00:00
2,1970-01-01 12:53:49.700,VehicleStatus.BOARDING,"['(361252.4167013285,6699278.7572178)']","(360967.0285932711,6698325.740272101)","['(361252.4167013285,6699278.7572178)']",[2],[],[],,360967.0285932711,6698325.740272101,0 days 00:00:00
2,1970-01-01 12:53:49.700,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(360967.0285932711,6698325.740272101)","['(361252.4167013285,6699278.7572178)']",[],[2],[],,360967.0285932711,6698325.740272101,0 days 00:00:10
2,1970-01-01 12:53:59.700,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(360967.0285932711,6698325.740272101)","['(361252.4167013285,6699278.7572178)']",[],[2],[],,360967.0285932711,6698325.740272101,0 days 00:00:00
2,1970-01-01 12:53:59.700,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)', '(360967.0285932711,6698325.740272101)']",None,"['(361252.4167013285,6699278.7572178)']",[],[2],[],,,,0 days 00:23:03.600000
3,1970-01-01 13:14:08.000,VehicleStatus.IDLE,[],"(361252.4167013285,6699278.7572178)","['(361430.0232549741,6698569.444267439)', '(361252.4167013285,6699278.7572178)']",[3],[],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
3,1970-01-01 13:14:08.000,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)']",None,"['(361430.0232549741,6698569.444267439)', '(361252.4167013285,6699278.7572178)']",[3],[],[],,,,0 days 00:18:49.700000
4,1970-01-01 13:16:15.000,VehicleStatus.IDLE,[],"(361252.4167013285,6699278.7572178)","['(360711.8134391004,6698360.5029255375)', '(361252.4167013285,6699278.7572178)']",[4],[],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
4,1970-01-01 13:16:15.000,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)']",None,"['(360711.8134391004,6698360.5029255375)', '(361252.4167013285,6699278.7572178)']",[4],[],[],,,,0 days 00:24:13.600000
2,1970-01-01 13:17:03.300,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)', '(360967.0285932711,6698325.740272101)']","(361252.4167013285,6699278.7572178)",[],[],[2],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
2,1970-01-01 13:17:03.300,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)', '(360967.0285932711,6698325.740272101)']","(361252.4167013285,6699278.7572178)",[],[],[],[2],,361252.4167013285,6699278.7572178,
5,1970-01-01 13:18:47.000,VehicleStatus.IDLE,[],"(361252.4167013285,6699278.7572178)","['(361109.2742714606,6698687.684381334)', '(361252.4167013285,6699278.7572178)']",[17],[],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
5,1970-01-01 13:18:47.000,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)']",None,"['(361109.2742714606,6698687.684381334)', '(361252.4167013285,6699278.7572178)']",[17],[],[],,,,0 days 00:14:21.800000
3,1970-01-01 13:32:57.700,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)']","(361430.0232549741,6698569.444267439)","['(361252.4167013285,6699278.7572178)']",[3],[],[],,361430.0232549741,6698569.444267439,0 days 00:00:00
3,1970-01-01 13:32:57.700,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361430.0232549741,6698569.444267439)","['(361252.4167013285,6699278.7572178)']",[3],[],[],,361430.0232549741,6698569.444267439,0 days 00:00:00
3,1970-01-01 13:32:57.700,VehicleStatus.BOARDING,"['(361252.4167013285,6699278.7572178)']","(361430.0232549741,6698569.444267439)","['(361252.4167013285,6699278.7572178)']",[3],[],[],,361430.0232549741,6698569.444267439,0 days 00:00:00
3,1970-01-01 13:32:57.700,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361430.0232549741,6698569.444267439)","['(361252.4167013285,6699278.7572178)']",[],[3],[],,361430.0232549741,6698569.444267439,0 days 00:00:10
3,1970-01-01 13:33:07.700,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361430.0232549741,6698569.444267439)","['(361252.4167013285,6699278.7572178)']",[],[3],[],,361430.0232549741,6698569.444267439,0 days 00:00:00
3,1970-01-01 13:33:07.700,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)', '(361430.0232549741,6698569.444267439)']",None,"['(361252.4167013285,6699278.7572178)']",[],[3],[],,,,0 days 00:19:55.300000
5,1970-01-01 13:33:08.800,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)']","(361109.2742714606,6698687.684381334)","['(361252.4167013285,6699278.7572178)']",[17],[],[],,361109.2742714606,6698687.684381334,0 days 00:00:00
5,1970-01-01 13:33:08.800,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361109.2742714606,6698687.684381334)","['(361252.4167013285,6699278.7572178)']",[17],[],[],,361109.2742714606,6698687.684381334,0 days 00:00:00
5,1970-01-01 13:33:08.800,VehicleStatus.BOARDING,"['(361252.4167013285,6699278.7572178)']","(361109.2742714606,6698687.684381334)","['(361252.4167013285,6699278.7572178)']",[17],[],[],,361109.2742714606,6698687.684381334,0 days 00:00:00
5,1970-01-01 13:33:08.800,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361109.2742714606,6698687.684381334)","['(361252.4167013285,6699278.7572178)']",[],[17],[],,361109.2742714606,6698687.684381334,0 days 00:00:10
5,1970-01-01 13:33:18.800,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(361109.2742714606,6698687.684381334)","['(361252.4167013285,6699278.7572178)']",[],[17],[],,361109.2742714606,6698687.684381334,0 days 00:00:00
5,1970-01-01 13:33:18.800,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)', '(361109.2742714606,6698687.684381334)']",None,"['(361252.4167013285,6699278.7572178)']",[],[17],[],,,,0 days 00:15:03.300000
4,1970-01-01 13:40:28.600,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)']","(360711.8134391004,6698360.5029255375)","['(361252.4167013285,6699278.7572178)']",[4],[],[],,360711.8134391004,6698360.5029255375,0 days 00:00:00
4,1970-01-01 13:40:28.600,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(360711.8134391004,6698360.5029255375)","['(361252.4167013285,6699278.7572178)']",[4],[],[],,360711.8134391004,6698360.5029255375,0 days 00:00:00
4,1970-01-01 13:40:28.600,VehicleStatus.BOARDING,"['(361252.4167013285,6699278.7572178)']","(360711.8134391004,6698360.5029255375)","['(361252.4167013285,6699278.7572178)']",[4],[],[],,360711.8134391004,6698360.5029255375,0 days 00:00:00
4,1970-01-01 13:40:28.600,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(360711.8134391004,6698360.5029255375)","['(361252.4167013285,6699278.7572178)']",[],[4],[],,360711.8134391004,6698360.5029255375,0 days 00:00:10
4,1970-01-01 13:40:38.600,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(360711.8134391004,6698360.5029255375)","['(361252.4167013285,6699278.7572178)']",[],[4],[],,360711.8134391004,6698360.5029255375,0 days 00:00:00
4,1970-01-01 13:40:38.600,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)', '(360711.8134391004,6698360.5029255375)']",None,"['(361252.4167013285,6699278.7572178)']",[],[4],[],,,,0 days 00:25:07.600000
5,1970-01-01 13:48:22.100,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)', '(361109.2742714606,6698687.684381334)']","(361252.4167013285,6699278.7572178)",[],[],[17],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
5,1970-01-01 13:48:22.100,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)', '(361109.2742714606,6698687.684381334)']","(361252.4167013285,6699278.7572178)",[],[],[],[17],,361252.4167013285,6699278.7572178,
3,1970-01-01 13:53:03.000,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)', '(361430.0232549741,6698569.444267439)']","(361252.4167013285,6699278.7572178)",[],[],[3],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
3,1970-01-01 13:53:03.000,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)', '(361430.0232549741,6698569.444267439)']","(361252.4167013285,6699278.7572178)",[],[],[],[3],,361252.4167013285,6699278.7572178,
4,1970-01-01 14:05:46.200,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)', '(360711.8134391004,6698360.5029255375)']","(361252.4167013285,6699278.7572178)",[],[],[4],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
4,1970-01-01 14:05:46.200,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)', '(360711.8134391004,6698360.5029255375)']","(361252.4167013285,6699278.7572178)",[],[],[],[4],,361252.4167013285,6699278.7572178,
6,1970-01-01 17:25:34.000,VehicleStatus.IDLE,[],"(361252.4167013285,6699278.7572178)","['(362336.04904328176,6698683.726116959)']",[7],[],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
6,1970-01-01 17:25:34.000,VehicleStatus.BOARDING,[],"(361252.4167013285,6699278.7572178)","['(362336.04904328176,6698683.726116959)']",[7],[],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
6,1970-01-01 17:25:34.000,VehicleStatus.IDLE,[],"(361252.4167013285,6699278.7572178)","['(362336.04904328176,6698683.726116959)']",[],[7],[],,361252.4167013285,6699278.7572178,0 days 00:00:00
6,1970-01-01 17:25:34.000,VehicleStatus.ENROUTE,"['(361252.4167013285,6699278.7572178)']",None,"['(362336.04904328176,6698683.726116959)']",[],[7],[],,,,0 days 00:30:37.800000
6,1970-01-01 17:56:11.800,VehicleStatus.ALIGHTING,"['(361252.4167013285,6699278.7572178)']","(362336.04904328176,6698683.726116959)",[],[],[7],[],,362336.04904328176,6698683.726116959,0 days 00:00:00
6,1970-01-01 17:56:11.800,VehicleStatus.IDLE,"['(361252.4167013285,6699278.7572178)']","(362336.04904328176,6698683.726116959)",[],[],[],[7],,362336.04904328176,6698683.726116959,
