Name,Time,Priority,Index
VehicleBoarded,1970-01-01 11:15:00,0.8333333333333334,88
VehicleBoarding,1970-01-01 11:15:00,0.8333333333333334,89
Vehicle Departure,1970-01-01 11:15:00,0.8333333333333334,90
RecurrentTimeSyncEvent,1970-01-01 11:15:00,0.999000999000999,78
VehicleReady,1970-01-01 11:20:00,0.8333333333333334,2
VehicleArrival,1970-01-01 11:20:00,0.8333333333333334,91
VehicleBoarding,1970-01-01 11:20:00,0.8333333333333334,94
PassengerAlighting,1970-01-01 11:20:00,0.8333333333333334,95
PassengerAlighting,1970-01-01 11:20:00,0.8333333333333334,96
VehicleAlighted,1970-01-01 11:20:00,0.8333333333333334,98
VehicleAlighted,1970-01-01 11:20:00,0.8333333333333334,99
VehicleArrival,1970-01-01 11:20:00,0.8333333333333334,85
VehicleBoarding,1970-01-01 11:20:00,0.8333333333333334,100
VehicleBoarding,1970-01-01 11:20:00,0.8333333333333334,101
Vehicle Departure,1970-01-01 11:20:00,0.8333333333333334,102
Vehicle Departure,1970-01-01 11:20:00,0.8333333333333334,103
Optimize,1970-01-01 11:20:00,0.9090909090909091,93
EnvironmentUpdate,1970-01-01 11:20:00,0.8333333333333334,106
PassengerAssignment,1970-01-01 11:20:00,0.8333333333333334,107
VehicleNotification,1970-01-01 11:20:00,0.8333333333333334,108
EnvironmentIdle,1970-01-01 11:20:00,0.8333333333333334,109
PassengerReady,1970-01-01 11:20:00,0.8333333333333334,110
RecurrentTimeSyncEvent,1970-01-01 11:20:00,0.999000999000999,92
PassengerRelease,1970-01-01 11:24:50,0.8333333333333334,7
Optimize,1970-01-01 11:24:50,0.9090909090909091,112
EnvironmentUpdate,1970-01-01 11:24:50,0.8333333333333334,113
PassengerAssignment,1970-01-01 11:24:50,0.8333333333333334,114
VehicleNotification,1970-01-01 11:24:50,0.8333333333333334,115
EnvironmentIdle,1970-01-01 11:24:50,0.8333333333333334,116
PassengerReady,1970-01-01 11:25:00,0.8333333333333334,117
VehicleArrival,1970-01-01 11:25:00,0.8333333333333334,105
VehicleArrival,1970-01-01 11:25:00,0.8333333333333334,104
PassengerAlighting,1970-01-01 11:25:00,0.8333333333333334,118
VehicleBoarding,1970-01-01 11:25:00,0.8333333333333334,119
VehicleAlighted,1970-01-01 11:25:00,0.8333333333333334,120
VehicleBoarding,1970-01-01 11:25:00,0.8333333333333334,121
VehicleBoarding,1970-01-01 11:25:00,0.8333333333333334,122
PassengerToBoard,1970-01-01 11:25:00,0.8333333333333334,123
Vehicle Departure,1970-01-01 11:25:00,0.8333333333333334,124
VehicleBoarded,1970-01-01 11:25:00,0.8333333333333334,125
VehicleBoarding,1970-01-01 11:25:00,0.8333333333333334,127
Vehicle Departure,1970-01-01 11:25:00,0.8333333333333334,128
RecurrentTimeSyncEvent,1970-01-01 11:25:00,0.999000999000999,111
VehicleArrival,1970-01-01 11:30:00,0.8333333333333334,126
VehicleBoarding,1970-01-01 11:30:00,0.8333333333333334,131
RecurrentTimeSyncEvent,1970-01-01 11:30:00,0.999000999000999,130
VehicleArrival,1970-01-01 11:35:00,0.8333333333333334,129
VehicleBoarding,1970-01-01 11:35:00,0.8333333333333334,97
PassengerAlighting,1970-01-01 11:35:00,0.8333333333333334,133
PassengerAlighting,1970-01-01 11:35:00,0.8333333333333334,134
