ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
48F824C6A316C6792C127D90510D77D51575A718_6521;43233;46369;1;50103;50403;51716;[(43233, 46369, 2793594)]
48FAC9AEF68830FE4F8AA4D44C8DA64837147F9F_6522;41874;46443;1;25056;25356;28494;[(41874, 46443, 2793225)]
49005FCAF35DE09293E9B1F6188E57CB63592A4E_6523;41877;46443;1;25203;25503;28283;[(41877, 46443, 2793407)]
49005FCAF35DE09293E9B1F6188E57CB63592A4E_6524;48039;41875;1;64092;64392;67776;[(48039, 41864, 2792088), (41864, 41875, 2792344)]
4904CA181823E5A41BDD554522C87B28E81FA29A_6525;41798;41346;1;62702;63002;63758;[(41798, 41346, 2793011)]
49051891E46589D1F0D90C328AE751D3CC2BE623_6526;45059;41340;1;28135;28435;31270;[(45059, 41340, 2793235)]
49055924F475DF9DBAA63162671790E5E001FB9C_6527;41840;41876;1;44366;44666;46256;[(41840, 41876, 2790746)]
490703B62AE9A6056682747648CC1A6C5FB0EDA6_6528;41373;42123;1;71137;71437;72648;[(41373, 42123, 2793433)]
49074932F231F8AC0D59DEAFB83EBE8660247420_6529;42711;45058;1;26665;26965;34226;[(42711, 41815, 2792950), (42853, 45058, 2793060)]
49074932F231F8AC0D59DEAFB83EBE8660247420_6530;45063;42850;1;59574;59874;61830;[(45063, 42850, 2793685)]
490A2E428958485051642E6DCC617ADB95A475D8_6531;41842;41800;1;53518;53818;54614;[(41842, 41800, 2792164)]
490EC951DBB135101369883AF47163093BC9197B_6532;41221;41339;1;32611;32911;35874;[(41221, 41328, 2790544), (41327, 41339, 2791868)]
4914FF2BB6C87CBF6B369C5A1D6A60C65EBA1F96_6533;41776;41418;1;38415;38715;44512;[(41776, 41449, 2793101), (41449, 41418, 2793399)]
491AAFCDBE1D8FED60BD0F0166AB9239CBDF4390_6534;41449;41438;1;46454;46754;47700;[(41449, 41438, 2793092)]
491AAFCDBE1D8FED60BD0F0166AB9239CBDF4390_6535;41437;41448;1;49294;49594;50502;[(41437, 41448, 2790317)]
49296E5793C14F4E7A2C792E0F79A80045DBAA26_6536;41816;47131;1;53318;53618;56152;[(41816, 41806, 2793767), (41806, 47131, 2790384)]
492B821E36D30C69AB99DF487D4E475922384557_6537;42921;43148;1;42144;42444;45474;[(42921, 43148, 2792622)]
492B821E36D30C69AB99DF487D4E475922384557_6538;43343;42917;1;49577;49877;52854;[(43343, 42917, 2791729)]
493141C5C20FEF95F95490E10606C9523C868EFC_6539;48050;42867;1;60682;60982;62752;[(48050, 42867, 2792558)]
4934694D854D19D59FBB77D7F68410936018AE15_6540;42958;46436;1;63582;63882;65032;[(42958, 46436, 2792534)]
4938669FFF45B3899B3E38838BAD7BD4F685DCAB_6541;41942;41941;1;26664;26964;28606;[(41942, 41963, 2789965), (46355, 41941, 2790876)]
493B6ED083512D083630F6EE330A48D5EF3759A8_6542;42079;46423;1;25347;25647;26778;[(42079, 46423, 2791171)]
493E348AED0A25C0330323CD55805D64BB55E57B_6543;42573;46276;1;22343;22643;23378;[(42573, 46276, 2790847)]
49425201853EE50447B0100E628A3A8A7F7DA6A4_6544;42774;41349;1;29336;29636;31478;[(42774, 41349, 2793027)]
49425201853EE50447B0100E628A3A8A7F7DA6A4_6545;41348;42777;1;56927;57227;59556;[(41348, 42777, 2793584)]
495C8BA551528F52D755A6B6CA13E8CBE6688278_6546;42718;41092;1;70768;71068;72026;[(42718, 41092, 2793880)]
49602B138922A1437AF6C14AC5DE52B9A40FA90B_6547;42562;46423;1;30552;30852;32676;[(42562, 46423, 2791787)]
49602B138922A1437AF6C14AC5DE52B9A40FA90B_6548;41887;43244;1;82410;82710;84396;[(41887, 43244, 2794376)]
4969D21663FB011901F30D853DB02E0ECE2C3EE1_6549;42704;46423;1;24804;25104;26854;[(42704, 46423, 2790238)]
496B0614E1D052839EC8744DB289F85AA1FF8EF6_6550;42962;41937;1;59945;60245;62432;[(42962, 41937, 2794085)]
49748824611138875D71EDA91D16073D48AADE62_6551;42965;42436;1;41037;41337;42132;[(42965, 42436, 2793180)]
49748824611138875D71EDA91D16073D48AADE62_6552;42435;42963;1;74695;74995;75712;[(42435, 42963, 2793577)]
497D71E0DE929608AC3C51AF2DB8F50024BB6274_6553;41895;43034;1;22921;23221;25098;[(41895, 41410, 2793524), (43062, 43034, 2791996)]
497D71E0DE929608AC3C51AF2DB8F50024BB6274_6554;43031;41056;1;43173;43473;44498;[(43031, 41056, 2791703)]
497F77C9A8FE1D255F92AFC4CCEEB80BAB15E793_6555;42708;46443;1;25985;26285;28494;[(42708, 46443, 2793225)]
497F77C9A8FE1D255F92AFC4CCEEB80BAB15E793_6556;48039;42712;1;56609;56909;59102;[(48039, 42712, 2792452)]
4980BD9CCE2A335D0BF7E35E8E67241C0F2CC22E_6557;42898;48139;1;34549;34849;37398;[(42898, 41815, 2791669), (42855, 48139, 2790262)]
4983707D2630A7DAD8EBF201517F708E73AD45B4_6558;42452;42457;1;66555;66855;67578;[(42452, 42457, 2791522)]
498F0704269AF5EBA81EE28DBAFF18F0EB596BEA_6559;46063;46068;1;44403;44703;45500;[(46063, 46068, 2791826)]
498F0704269AF5EBA81EE28DBAFF18F0EB596BEA_6560;48050;42847;1;60729;61029;62166;[(48050, 42847, 2792558)]
499417E44574C8EADC7A36D6A99E787212926CBE_6561;41155;41695;1;65181;65481;66362;[(41155, 41695, 2793822)]
4996C96C6F99D10DA0E0DC0746EE349C74E8C809_6562;41228;41222;1;44879;45179;45916;[(41228, 41222, 2793869)]
4996EDF8BEBC4AFE3B9C8BE1A9FFCDA8349AECAB_6563;42797;46317;1;44679;44979;49254;[(42797, 46304, 2791220), (43343, 46424, 2791827), (46424, 46317, 2793402)]
4999BA0B406339EB8A49953AECAFB8E5856E327A_6564;41868;47131;1;22924;23224;25256;[(41868, 47131, 2791533)]
49A224CAB9F661BFADA7EDFA4C425B4582501150_6565;41140;46423;1;23769;24069;25304;[(41140, 46423, 2792501)]
49A8EBFF95B9C6BA2381E8D8FC3533669F9175B2_6566;41385;41326;1;35775;36075;37684;[(41385, 41326, 2791986)]
49A8EBFF95B9C6BA2381E8D8FC3533669F9175B2_6567;41325;41388;1;65363;65663;67350;[(41325, 41388, 2791374)]
49B3F8D7FA159895C031BB87178E47DD15002314_6568;42921;46430;1;54151;54451;57178;[(42921, 42965, 2792954), (42965, 46430, 2790116)]
49B3F8D7FA159895C031BB87178E47DD15002314_6569;46455;46462;1;56448;56748;57586;[(46455, 46462, 2792851)]
49B3F8D7FA159895C031BB87178E47DD15002314_6570;46446;43403;1;57265;57565;58406;[(46446, 43403, 2794053)]
49B59F25A747DFED180CD154B7FB1CAF5BB2FE3C_6571;41764;41449;1;69471;69771;71232;[(41764, 41449, 2792257)]
49BBD697A3701CC3F49807A8F6C94E207E80317C_6572;46422;43507;1;53671;53971;55178;[(46422, 43507, 2790463)]
49C08B23268560A1F1A35C6EFF6A892609CDFCAE_6573;41700;41898;1;19525;19825;21968;[(41700, 41898, 2793521)]
49C08B23268560A1F1A35C6EFF6A892609CDFCAE_6574;41899;41701;1;51791;52091;54328;[(41899, 41701, 2790702)]
49C2935E85134D3EB0165981F854F19CDF503652_6575;43295;43507;1;60519;60819;62474;[(43295, 43507, 2790640)]
49D0928EF6A457D270F8E6D208AC0FD9B57CBDA8_6576;46115;48150;1;21394;21694;23292;[(46115, 48150, 2793095)]
49D4A6F27C05763156D0D28A8A4C81F7139A0486_6577;41952;42933;1;83300;83600;85690;[(41952, 42933, 2794204)]
49DAB9E5939B49384B3875D0FC83FA4B82C82635_6578;42139;42111;1;24850;25150;26226;[(42139, 42111, 2791322)]
49DC64A8E8EC5DE00C1866F048D987B2935DD0A7_6579;46450;42999;1;50948;51248;53012;[(46450, 46277, 2790073), (46277, 42999, 2792553)]
49DFD8DC58D9D12248DF54CCF205A77440891467_6580;42413;41322;1;38152;38452;41206;[(42413, 41322, 2793000)]
49E17184F95E5DEF64B36C38235CF70296B18EEC_6581;43116;43148;1;26293;26593;28032;[(43116, 43148, 2791492)]
49E17184F95E5DEF64B36C38235CF70296B18EEC_6582;43343;43117;1;66125;66425;67786;[(43343, 43117, 2794088)]
49E232FD793C683275168874C4B4FF57CC9B2E84_6583;46458;42844;1;49397;49697;52680;[(46458, 41958, 2793555), (41958, 42844, 2791125)]
49E244621F8A9866D4F8262FAA56888A2BF1C518_6584;41502;41992;1;61689;61989;65928;[(41502, 41992, 2793692)]
49E6F857E53B124D328E8CF5F7FF2D061F836046_6585;41417;43111;1;44149;44449;45632;[(41417, 41424, 2792001), (43121, 43111, 2793327)]
49E78BEABA00D39BC891AB8BF9011D1542501BAD_6586;42528;41609;1;23734;24034;25894;[(42528, 41609, 2794564)]
49ED14BDD7E4C281E3CD3767864A3899ECC58A8F_6587;42545;46443;1;25790;26090;28294;[(42545, 46443, 2792996)]
49F1F019377C33F1576DB42C95A5B459B69B94FD_6588;48039;41880;1;61990;62290;65050;[(48039, 41880, 2792359)]
49F5F432C03F213A0B14F8890CEE7D21ED45FA5D_6589;43510;46470;1;56872;57172;58678;[(43510, 46470, 2792048)]
49F5F432C03F213A0B14F8890CEE7D21ED45FA5D_6590;43295;41999;1;59179;59479;63776;[(43295, 41999, 2793878)]
49FE5680DFDD1CB60F8BAFB7B8A6A07C80BFD4A8_6591;41613;41880;1;52062;52362;55866;[(41613, 42859, 2791178), (41813, 41880, 2793341)]
4A06D74868FFEB843500A852941CD2735A1E4120_6592;42009;43506;1;48367;48667;51538;[(42009, 43506, 2791263)]
4A158B07821AEE565BFF16EE3AA72B1F9A1D0F43_6593;41872;46423;1;26870;27170;29476;[(41872, 46423, 2791275)]
4A2576DAC7D885E41F21F07C6AFB5A55692094FF_6594;41617;41810;1;40564;40864;43508;[(41617, 42842, 2791685), (42842, 41810, 2791484)]
4A2576DAC7D885E41F21F07C6AFB5A55692094FF_6595;41809;41810;1;47952;48252;54296;[(41809, 45042, 2790747), (45030, 41810, 2793683)]
4A2A9162C335D987A84CBBD63BCA7E7A45D4ED6D_6596;41093;42103;1;30148;30448;35245;[(41093, 41832, 2792039), (41832, 41801, 2790669), (41341, 41373, 2790090), (41373, 42103, 2789975)]
4A2A9162C335D987A84CBBD63BCA7E7A45D4ED6D_6597;42104;41092;1;64319;64619;68168;[(42104, 41343, 2792417), (41802, 41092, 2793261)]
4A2ECE8D4FA7341D77AC8413F80E3241B744E0D4_6598;42969;41607;1;24583;24883;26196;[(42969, 41477, 2791369), (41451, 41607, 2792724)]
4A2ECE8D4FA7341D77AC8413F80E3241B744E0D4_6599;46424;41454;1;56771;57071;58040;[(46424, 41454, 2791841)]
4A2ECE8D4FA7341D77AC8413F80E3241B744E0D4_6600;46445;42972;1;62590;62890;64552;[(46445, 46453, 2794397), (41206, 42972, 2794040)]
4A31FB9EF6E66C8423EB7D0574A58A2632A40F6B_6601;44056;42148;1;77178;77478;78735;[(44056, 42148, 2792193)]
4A330EDF33E38B823612DB4321F3DE750578540F_6602;41371;43343;1;26194;26494;28564;[(41371, 43343, 2793072)]
4A330EDF33E38B823612DB4321F3DE750578540F_6603;43148;41367;1;53161;53461;55492;[(43148, 41367, 2791520)]
4A37C962C0FAC41A2F8FA020D4C281D79373DF13_6604;41954;41327;1;54433;54733;56917;[(41954, 41395, 2789991), (41395, 41327, 2790538)]
4A3BFBB136D9EB90781B73EC3299D97BFB58BA77_6605;41462;41228;1;33471;33771;34935;[(41462, 41228, 2794662)]
4A3BFBB136D9EB90781B73EC3299D97BFB58BA77_6606;41227;41263;1;65640;65940;67410;[(41227, 41263, 2792063)]
4A3D90C164BAF105969F412040B7EE89E68865F4_6607;46109;43421;1;45130;45430;46918;[(46109, 43421, 2791582)]
4A47806417F6762D8FC172375C99E2ECB1227289_6608;41223;41253;1;22860;23160;24288;[(41223, 41253, 2791996)]
4A4C3A09B16EF36930E0886AB0860CFF9CC473C6_6609;43041;42481;1;39913;40213;41412;[(43041, 42481, 2791049)]
4A4DED5850DF2F525331F02B36A02AA1D613149E_6610;48050;42865;1;31858;32158;33716;[(48050, 42865, 2791189)]
4A4DED5850DF2F525331F02B36A02AA1D613149E_6611;42866;48150;1;71639;71939;73244;[(42866, 48150, 2791031)]
4A51BC7CE63B0D7C941C78C3E50E84F0D5505EB2_6612;42456;45059;1;36774;37074;37762;[(42456, 45059, 2789976)]
4A51BC7CE63B0D7C941C78C3E50E84F0D5505EB2_6613;42451;42455;1;57236;57536;58278;[(42451, 42455, 2790463)]
4A5346934CB9655BF7D9075353951EDF883F6392_6614;42130;43421;1;48502;48802;50258;[(42130, 42499, 2792899), (42499, 43421, 2791621)]
4A545A16082DC7F115FAB81FC9B7E603EE49959B_6615;41347;46423;1;26982;27282;28074;[(41347, 46423, 2791823)]
4A5787B2D993D6830C56435B7CF341E2DD2C3DDC_6616;41700;42076;1;46403;46703;47998;[(41700, 42076, 2791397)]
4A5787B2D993D6830C56435B7CF341E2DD2C3DDC_6617;42064;41696;1;82914;83214;84623;[(42064, 41696, 2792197)]
4A57ECE623A61CEB668F76670F574600AADEE4E3_6618;42011;46385;1;18633;18933;21350;[(42011, 46385, 2793316)]
4A57ECE623A61CEB668F76670F574600AADEE4E3_6619;46384;42409;1;57945;58245;60750;[(46384, 42409, 2790101)]
4A57ECE79C076BDCD1E4D1E30EE9296A430CF85B_6620;43509;41339;1;56019;56319;57634;[(43509, 41339, 2792275)]
4A5E15858F626BE501366CDA03F42C178D749BE5_6621;42490;41058;1;41359;41659;42480;[(42490, 41058, 2791702)]
4A6089B334AC83F5491EEAFC2B5ED915F7A4A3F4_6622;43150;43116;1;54600;54900;55698;[(43150, 43116, 2793245)]
4A64B80724AC9AE0F47263CE010F52B97D4DFEBB_6623;43507;43233;1;54286;54586;58148;[(43507, 41373, 2790463), (41373, 43233, 2791506)]
4A69064EEEE809EE6E7526F2F169F6352C4BE0EC_6624;41912;43343;1;46431;46731;48044;[(41912, 41380, 2791039), (41391, 43343, 2791230)]
4A6B1126122DBDF085E015C1B5C002D9C27BCB3B_6625;43506;41965;1;76757;77057;78043;[(43506, 41965, 2794077)]
4A724379139182747EDD24DD0FB8E51CF99E2697_6626;42079;46423;1;25350;25650;26778;[(42079, 46423, 2791171)]
4A73175B059E716647EDD2A768A429D2276BD9DD_6627;47031;41804;1;40570;40870;41990;[(47031, 41804, 2792404)]
4A781A4C0DAF09C68CD3B4C44821AADDA2CCE0AB_6628;41371;41846;1;41508;41808;44068;[(41371, 41343, 2790661), (41800, 41846, 2790342)]
4A781A4C0DAF09C68CD3B4C44821AADDA2CCE0AB_6629;42708;46636;1;80889;81189;83786;[(42708, 41801, 2794527), (41800, 46636, 2794114)]
4A7E3ACB8CBCD1A26EEF51A5C47D42E464964312_6630;42637;46423;1;41257;41557;43936;[(42637, 46423, 2791427)]
4A81ECB8F6644C8F0906821F82CF665351C66265_6631;43248;48150;1;79293;79593;80362;[(43248, 48150, 2794046)]
4A821B22EB4582BFF979E90B3C08911092247051_6632;41700;43041;1;79532;79832;81043;[(41700, 43041, 2792194)]
4A82EAF323724CCC9C512CE6FC35C51FD30BD9BD_6633;42718;41836;1;29351;29651;35804;[(42718, 42709, 2793276), (42704, 48139, 2792039), (41835, 41836, 2793033)]
4A82EAF323724CCC9C512CE6FC35C51FD30BD9BD_6634;41868;41801;1;52726;53026;55236;[(41868, 41801, 2793456)]
4A82EAF323724CCC9C512CE6FC35C51FD30BD9BD_6635;41798;41867;1;56338;56638;60608;[(41798, 41846, 2792385), (41846, 41867, 2791935)]
4A864E5B77BB2F8607EBFB68D933421611FD9EE3_6636;43139;43123;1;22958;23258;24100;[(43139, 43123, 2791065)]
4A87961299D1CD8541CF1FDF5C6AA29B4B912776_6637;41660;43147;1;29459;29759;32295;[(41660, 43147, 2791946)]
4A94454FE8B0CB74D8161F396E6657625817F7E1_6638;41056;42481;1;48814;49114;50084;[(41056, 42481, 2790637)]
4A94454FE8B0CB74D8161F396E6657625817F7E1_6639;42516;41058;1;52271;52571;53612;[(42516, 41058, 2792043)]
4A972249CC8C56331497F56D91F3C728FC730893_6640;41310;42039;1;20786;21086;24390;[(41310, 41449, 2791874), (41449, 41442, 2791979), (42057, 42039, 2794489)]
4A972249CC8C56331497F56D91F3C728FC730893_6641;42039;43083;1;61215;61515;64752;[(42039, 42650, 2792888), (42645, 43083, 2794209)]
4A972249CC8C56331497F56D91F3C728FC730893_6642;42437;41310;1;69674;69974;70750;[(42437, 41310, 2792257)]
4A9A2DDE50AFC49E96323BAB3292566145A8ACE4_6643;43506;42833;1;58866;59166;60196;[(43506, 42833, 2790639)]
4A9E9653309BCF6DBE95CF284F4DEA18DC8DDE50_6644;42007;41392;1;32867;33167;34724;[(42007, 41392, 2793706)]
4AA24FE15488D539A92F7CEFF094D859B362775E_6645;46458;46618;1;25744;26044;26902;[(46458, 46618, 2790083)]
4AA24FE15488D539A92F7CEFF094D859B362775E_6646;41461;41454;1;55854;56154;58040;[(41461, 41454, 2791841)]
4AA4BF948E044394999FEFC4D1A68F2EDCBD375A_6647;42516;46606;1;54417;54717;56102;[(42516, 46606, 2791780)]
4AA653FEE5C31113C4E11E8B089606AAD1285610_6648;41611;46423;1;23614;23914;25676;[(41611, 46423, 2792398)]
4AA9C40F0C910CA0DB7358E4D40275BE89BC571D_6649;41431;41318;1;59106;59406;61466;[(41431, 41318, 2793055)]
4AAF3BF19490FB52A00929317FB401F88EC35052_6650;41376;46470;1;40257;40557;43064;[(41376, 46470, 2791869)]
4AAF3BF19490FB52A00929317FB401F88EC35052_6651;43295;41373;1;75861;76161;78780;[(43295, 41373, 2794174)]
4AB0DD165BC4BABD342D068004D4CAD7F407072A_6652;41454;41456;1;66264;66564;67258;[(41454, 41456, 2794188)]
4AB65117C93793AD937E119233C7179F049E17D5_6653;41062;42794;1;22881;23181;25236;[(41062, 42794, 2793364)]
4ABC1CD9C215F2AB5112AD4CE27D4CB5728F3A1F_6654;41738;42542;1;28701;29001;31162;[(41738, 41951, 2793204), (41951, 42542, 2791431)]
4ABCBCBB6AB9BB210D486D4E871B1E527E131657_6655;48050;41282;1;24975;25275;27522;[(48050, 41282, 2792873)]
4AC2A37835FDD2780E40FD9B0652DAA8A922B959_6656;41011;46423;1;24560;24860;26854;[(41011, 46423, 2790238)]
4AC6F08BBA9849535F47C20B759111D6E6D7C473_6657;43980;41446;1;87280;87580;88776;[(43980, 41446, 2793911)]
4ACCDD8E82F65BE67F475DBAE603A48962B0B18B_6658;42106;41952;1;39017;39317;41636;[(42106, 41952, 2793000)]
4AE7F4B2319F34BBBBBC034D687D540AEC7D2931_6659;42124;42113;1;25679;25979;26730;[(42124, 42113, 2792268)]
4AE7F4B2319F34BBBBBC034D687D540AEC7D2931_6660;42112;42123;1;54634;54934;55722;[(42112, 42123, 2790603)]
4AF2671F57A4EB8E25979BE4F7B87F018947A003_6661;43057;41426;1;35031;35331;37158;[(43057, 43063, 2791425), (41410, 41426, 2790535)]
4AF33917FD1D9144EFEB3EFB00490A1B1B12657A_6662;42183;42111;1;46907;47207;48806;[(42183, 42111, 2791060)]
4AF33917FD1D9144EFEB3EFB00490A1B1B12657A_6663;42110;42178;1;54577;54877;56634;[(42110, 42178, 2790603)]
4AF63FE6EE5D9E31EE6E16CF86FE36CFD27CC90D_6664;46018;42480;1;64564;64864;65940;[(46018, 42480, 2793345)]
4AF8AF257C4384A2C81D7F37EC7BCCEF46F3C9F7_6665;42962;41795;1;34839;35139;38510;[(42962, 41795, 2794613)]
4AF8AF257C4384A2C81D7F37EC7BCCEF46F3C9F7_6666;41865;42963;1;59306;59606;63476;[(41865, 42963, 2792533)]
4AFAEB986854944A165FF2CC66E9B5D2360E53F4_6667;42536;41958;1;47644;47944;49466;[(42536, 41958, 2791526)]
4AFAEB986854944A165FF2CC66E9B5D2360E53F4_6668;41952;41674;1;56155;56455;58642;[(41952, 41674, 2790799)]
4AFDD1ECE71F8701BD7EE546975E36DA8EA16888_6669;46220;41949;1;47900;48200;49022;[(46220, 41949, 2791526)]
4AFDD1ECE71F8701BD7EE546975E36DA8EA16888_6670;41945;46223;1;63922;64222;65038;[(41945, 46223, 2793999)]
4B0230AC93E8E157ABC89795903429AB02B5FE80_6671;41328;43510;1;31230;31530;32496;[(41328, 43510, 2793875)]
4B0230AC93E8E157ABC89795903429AB02B5FE80_6672;43509;41327;1;63592;63892;64910;[(43509, 41327, 2791522)]
4B04333AA0170C6F0B033A59474B81368ADD43CD_6673;41240;41957;1;43993;44293;45618;[(41240, 41957, 2791635)]
4B04333AA0170C6F0B033A59474B81368ADD43CD_6674;41957;41506;1;49891;50191;52314;[(41957, 45063, 2791060), (45063, 41506, 2791263)]
4B04333AA0170C6F0B033A59474B81368ADD43CD_6675;41505;41687;1;52507;52807;58390;[(41505, 42828, 2791520), (42828, 41958, 2792275), (41958, 41687, 2790331)]
4B14B1A840E379FB607D4E0D9509534FCAA99FF7_6676;42562;41279;1;73652;73952;79191;[(42562, 41799, 2793241), (41613, 41279, 2794046)]
4B15AA9B6DB96F91338F7D80778079BB952A2B6C_6677;41158;41896;1;38181;38481;40224;[(41158, 41896, 2791002)]
4B15AA9B6DB96F91338F7D80778079BB952A2B6C_6678;41897;41157;1;70496;70796;72402;[(41897, 41157, 2794029)]
4B1D33BA085E4F2BDFE4F41B6704488679D74580_6679;44063;46198;1;52545;52845;54270;[(44063, 46198, 2790330)]
4B1FBDA1741B06098C5023A7DF03C9472F2B5039_6680;41345;43506;1;38113;38413;39560;[(41345, 43506, 2792235)]
4B1FBDA1741B06098C5023A7DF03C9472F2B5039_6681;43507;41344;1;58959;59259;60768;[(43507, 41344, 2793650)]
4B25966086CEACB3306D87516B978462A8814352_6682;41897;41450;1;70424;70724;72762;[(41897, 41450, 2794139)]
4B27F009E9BC8FBAD9AAEE2A68F624123F45A1AC_6683;43510;42893;1;44424;44724;48044;[(43510, 42893, 2791635)]
4B27F009E9BC8FBAD9AAEE2A68F624123F45A1AC_6684;42891;43981;1;62852;63152;64768;[(42891, 43981, 2794040)]
4B2B41F4F6937F30A66D5D2CE817B18F459FC0F8_6685;42964;42436;1;32593;32893;34666;[(42964, 42436, 2791371)]
4B2B41F4F6937F30A66D5D2CE817B18F459FC0F8_6686;41468;42953;1;46962;47262;48988;[(41468, 42953, 2792025)]
4B2C9D6D9EFEE17BC30DF98A0277CBA7401DC209_6687;41825;48139;1;25976;26276;27712;[(41825, 48139, 2793014)]
4B2CA3B4FC07CC21724AFC9DFDA90EC43387329C_6688;41966;41226;1;47573;47873;50778;[(41966, 41937, 2791762), (41937, 41226, 2790329)]
4B2CA3B4FC07CC21724AFC9DFDA90EC43387329C_6689;41221;42118;1;64935;65235;69072;[(41221, 41006, 2790526), (41395, 41382, 2793050), (41382, 42118, 2794302)]
4B2E5F666A5D28974D483465C0434C38359D94EC_6690;42449;41392;1;45004;45304;47380;[(42449, 41392, 2792737)]
4B2E5F666A5D28974D483465C0434C38359D94EC_6691;41390;42184;1;79134;79434;81548;[(41390, 42184, 2793312)]
4B3201B0E69D0D299AFD4CF95EE8C13B2322E299_6692;41895;41426;1;57895;58195;59504;[(41895, 41426, 2793608)]
4B3F5A658645E005385B547B663D71390727D220_6693;47031;41807;1;49620;49920;51192;[(47031, 41807, 2790383)]
4B43367CD1A028F7584E2AEB10A2CC664D0A20C1_6694;41414;41444;1;41573;41873;43106;[(41414, 41444, 2791953)]
4B43367CD1A028F7584E2AEB10A2CC664D0A20C1_6695;41607;44161;1;50599;50899;52006;[(41607, 44161, 2791828)]
4B43367CD1A028F7584E2AEB10A2CC664D0A20C1_6696;43295;41608;1;76426;76726;77748;[(43295, 41608, 2793420)]
4B55A37B391746CC6C23AE8C049795A305CB9407_6697;41917;41220;1;26766;27066;28316;[(41917, 41220, 2791667)]
4B56EAAC8ED3AC0C67B3242A11A0C7B0EF377ABA_6698;46172;43507;1;33443;33743;35706;[(46172, 43507, 2793131)]
4B5888E5B69A36A19AD65F78722FA74F01CE7A0C_6699;41267;44063;1;58964;59264;61914;[(41267, 44063, 2793426)]
4B5888E5B69A36A19AD65F78722FA74F01CE7A0C_6700;44163;43507;1;68528;68828;69840;[(44163, 43507, 2791099)]
4B5B811EECAB67A84E31AF381D86680A761B311F_6701;41225;41282;1;59133;59433;63236;[(41225, 43510, 2793426), (48050, 41282, 2792558)]
4B60E86DCC8113C6991518A46A0DEE0AF8866E21_6702;41350;41382;1;39863;40163;41276;[(41350, 41382, 2794184)]
4B6243AE2F0B698DC7333B26355B28753795055A_6703;41483;44913;1;20602;20902;22192;[(41483, 44913, 2791695)]
4B6B2DAEEADB4D5C7DDBF51E1958DA869E998E00_6704;41415;41222;1;41924;42224;44184;[(41415, 41409, 2794665), (41409, 41222, 2790565)]
4B6B2DAEEADB4D5C7DDBF51E1958DA869E998E00_6705;41263;41416;1;50336;50636;51628;[(41263, 41416, 2792553)]
4B7847DDDCF0D2AB9CBD5883785233FD2B07BE9A_6706;41301;41303;1;87975;88275;88916;[(41301, 41303, 2794471)]
4B7A9D38A730FC047D7E2181F614E5D622B904B8_6707;43506;42576;1;48085;48385;51382;[(43506, 42576, 2793007)]
4B7A9D38A730FC047D7E2181F614E5D622B904B8_6708;42577;42532;1;65261;65561;67132;[(42577, 42532, 2793754)]
4B7B2B0620EA0F19E463077299BE5BC8E1B1A493_6709;41820;41848;1;32715;33015;34090;[(41820, 41848, 2794553)]
4B7B2B0620EA0F19E463077299BE5BC8E1B1A493_6710;41850;47131;1;44262;44562;46464;[(41850, 47131, 2792405)]
4B843DAF0DEC6E4FF70549B15F3E6644F26A3BF2_6711;43148;41860;1;53469;53769;56922;[(43148, 41860, 2792438)]
4B85DEF5371B24276B0BF1C4134D5AEC24AF8DCB_6712;48039;41857;1;66238;66538;70450;[(48039, 41864, 2793309), (41866, 41857, 2793916)]
4B85DEF5371B24276B0BF1C4134D5AEC24AF8DCB_6713;41857;46423;1;76808;77108;78694;[(41857, 46423, 2794449)]
4B87663357E0AADCB67BB4D153C43A7C492A82B2_6714;41350;46598;1;49261;49561;51806;[(41350, 46598, 2793594)]
4B87663357E0AADCB67BB4D153C43A7C492A82B2_6715;46599;41349;1;53329;53629;55632;[(46599, 41349, 2793737)]
4B993C0C26D3B19CDFC4074E595E60B10F663255_6716;43130;43115;1;57456;57756;58840;[(43130, 43115, 2794318)]
4B9ACFDBE61A9CE54B44E9A1A2EFAC326B3ECD65_6717;42788;46423;1;25778;26078;28074;[(42788, 46423, 2791823)]
4BA41EB13D4CF06E8E550AA6F356AA4DD0297E62_6718;46035;46041;1;49045;49345;50176;[(46035, 46041, 2792882)]
4BB61B10A5DB52CB8C41E1090B05805D44525628_6719;41335;41322;1;22576;22876;23610;[(41335, 41322, 2790970)]
4BBC74CF6158BC57B7DAB6BC32E567B14BB68644_6720;44063;46198;1;45157;45457;47550;[(44063, 46198, 2791635)]
4BC2696306C10AF670EBEC88C61E3DFC82C17066_6721;44163;43507;1;77026;77326;78404;[(44163, 43507, 2793623)]
4BD68AC02F779010CAF39D93D6AF27123BF35C94_6722;42921;44913;1;68747;69047;71030;[(42921, 44913, 2794371)]
4BD97A400455E1103C35023FB876B3C9B6A6780B_6723;42719;42473;1;34132;34432;35276;[(42719, 42473, 2790856)]
4BDF7F9D6140DD374ABC99AEED83F380A171C9F5_6724;43245;46423;1;23822;24122;25840;[(43245, 46423, 2794541)]
4BE40A3CF00871844CB385898BBDA9B83CB05079_6725;41839;41833;1;22009;22309;22988;[(41839, 41833, 2791301)]
4BE651219B7F8FE79BA3C2ED69B639294E6D88F5_6726;46222;42898;1;45174;45474;47332;[(46222, 42898, 2791525)]
